Gene.ID	logFC	logCPM	F	PValue	FDR
ENSMUSG00000023868	-0.544407786858153	9.68816267806109	96.0594337992178	4.81866359905723e-06	0.0315353108018728
ENSMUSG00000074797	-0.654043779076682	6.2258231343774	85.228492979129	7.83453790752723e-06	0.0315353108018728
ENSMUSG00000019578	-1.10395551629415	3.89616399665614	83.58037359665	8.47757487240369e-06	0.0315353108018728
ENSMUSG00000037703	-0.69121777207844	5.35402874569507	77.4079314862748	1.1542528873191e-05	0.0315353108018728
ENSMUSG00000034708	-0.627189379415109	5.91382004359287	74.4146815335695	1.35154654450043e-05	0.0315353108018728
ENSMUSG00000018677	-0.657604283006094	6.17237175214893	73.7278195925191	1.40251689296283e-05	0.0315353108018728
ENSMUSG00000026259	-0.607796690049564	5.91421881681351	72.6325522697758	1.48876671316808e-05	0.0315353108018728
ENSMUSG00000026258	-0.715004596380945	5.18366275539378	72.1514071186157	1.52870681945696e-05	0.0315353108018728
ENSMUSG00000049643	-0.567245271017459	7.21485855629172	61.2491481187436	2.91900296898991e-05	0.0354182585829843
ENSMUSG00000023873	-0.626571262469459	8.2652241445653	60.7077034764462	3.02216660249399e-05	0.0354182585829843
ENSMUSG00000059995	-0.578515789693925	6.10433646745541	60.6844232304672	3.02670172694069e-05	0.0354182585829843
ENSMUSG00000040701	-0.515651046663196	7.22625142443276	60.3776395679118	3.08725191731341e-05	0.0354182585829843
ENSMUSG00000083386	-0.521083892066583	6.37281651115131	59.1099413928861	3.35377829741658e-05	0.0354182585829843
ENSMUSG00000029192	-0.423149232205954	8.43384022176683	59.0309149261819	3.37130995185691e-05	0.0354182585829843
ENSMUSG00000011148	-0.626716627466095	5.12836653681849	58.040976306243	3.6007434716595e-05	0.0354182585829843
ENSMUSG00000020895	-0.450989407440119	7.78092227459709	57.4683969955432	3.74220372524067e-05	0.0354182585829843
ENSMUSG00000027300	-0.663617865862683	4.86129353680909	56.7132102041991	3.93936040583722e-05	0.0354182585829843
ENSMUSG00000079043	-0.658726282195382	4.88372922380151	56.267359721359	4.06174911442298e-05	0.0354182585829843
ENSMUSG00000064326	-0.630081753980825	5.08179389880433	55.1289542045086	4.39606467213631e-05	0.0354182585829843
ENSMUSG00000031834	-0.559212521884624	6.49612123560716	54.3985373522772	4.62842100969539e-05	0.0354182585829843
ENSMUSG00000024426	-0.378259607603361	8.85223452320402	53.6369556781636	4.886945062835e-05	0.0354182585829843
ENSMUSG00000062729	-0.647805594108594	5.29686504400146	53.1408043283767	5.06492658227659e-05	0.0354182585829843
ENSMUSG00000079434	-0.629891289945429	4.8549374330617	52.3360723057887	5.3708394603162e-05	0.0354182585829843
ENSMUSG00000053483	-0.621845218373575	5.93073714520356	52.242145934244	5.40800437469234e-05	0.0354182585829843
ENSMUSG00000059070	-0.505459719614017	8.3413827251446	51.6462653523722	5.6512776160678e-05	0.0354182585829843
ENSMUSG00000020893	-0.45113826768536	8.69090960635683	51.1802420505388	5.85094121571728e-05	0.0354182585829843
ENSMUSG00000027953	-0.779907540586876	4.75310510446214	50.9256208464808	5.96368789416421e-05	0.0354182585829843
