Gene.ID	logFC	logCPM	F	PValue	FDR
ENSMUSG00000074797	-0.736200531292072	5.90982623729345	97.9430501431996	4.53342459783056e-06	0.0106209938945812
ENSMUSG00000026258	-0.852514969613566	4.62253976617831	91.5225600097615	5.9733461410027e-06	0.0106209938945812
ENSMUSG00000037703	-0.744588068666243	4.7918138788025	73.3443000920965	1.45464100388272e-05	0.0106209938945812
ENSMUSG00000027300	-0.736120560361391	4.59029575266487	71.4756565971636	1.61176784896957e-05	0.0106209938945812
ENSMUSG00000079043	-0.736120560361391	4.59029575266487	71.4756565971636	1.61176784896957e-05	0.0106209938945812
ENSMUSG00000023868	-0.544308674432952	8.40421889950939	69.6433711833073	1.78654228672517e-05	0.0106209938945812
ENSMUSG00000040701	-0.54997300577891	7.12446580828787	61.8462666314177	2.85039889711814e-05	0.013090138252968
ENSMUSG00000049643	-0.658984086326546	6.56029017779799	59.1867266319568	3.38333260098458e-05	0.013090138252968
ENSMUSG00000023873	-0.652485106727794	7.99256054908056	55.74883087559	4.26652087358732e-05	0.013090138252968
ENSMUSG00000052429	-0.751696583710785	4.52912665021521	55.6204973564779	4.30465858325187e-05	0.013090138252968
ENSMUSG00000079434	-0.770256891815109	3.98235964850495	55.2934839434586	4.4037470994005e-05	0.013090138252968
ENSMUSG00000091123	-0.770256891815109	3.98235964850495	55.2934839434586	4.4037470994005e-05	0.013090138252968
ENSMUSG00000038406	-0.751676261500812	4.33707653896249	52.822028806939	5.25072622880394e-05	0.0144071849678028
ENSMUSG00000040721	-0.549939345465657	5.54088123989772	50.4095165182554	6.27856173687628e-05	0.0147495989284967
ENSMUSG00000003190	-0.751649166968563	4.11547702506061	49.7213714398013	6.61602418996206e-05	0.0147495989284967
ENSMUSG00000003421	-0.751649166968563	4.11547702506061	49.7213714398013	6.61602418996206e-05	0.0147495989284967
ENSMUSG00000056579	-0.592849756292791	4.87774405758968	48.7624893598257	7.12422034980338e-05	0.0149482905810286
ENSMUSG00000032135	-0.476083860420943	6.02138082511706	45.7666791524732	9.05280985239007e-05	0.0165382657778953
ENSMUSG00000079592	-0.476083860420943	6.02138082511706	45.7666791524732	9.05280985239007e-05	0.0165382657778953
ENSMUSG00000031834	-0.626458422683818	6.04147644361684	45.1862839512037	9.49757881593868e-05	0.0165382657778953
ENSMUSG00000040424	-0.657675200932682	4.5647844264242	43.9078110488478	0.000105757849907567	0.0165382657778953
ENSMUSG00000031284	0.933674960686749	4.83569935539224	43.3494328628195	0.000110936043832387	0.0165382657778953
ENSMUSG00000063316	-0.50207834118358	6.18233897945669	41.7149095750859	0.000127989162675875	0.0165382657778953
ENSMUSG00000075528	-0.50207834118358	6.18233897945669	41.7149095750859	0.000127989162675875	0.0165382657778953
ENSMUSG00000097487	-0.497156119752347	6.16713914488311	41.6981438951968	0.000128180144507457	0.0165382657778953
ENSMUSG00000022490	-0.563763709193892	4.45212662565474	40.671410532066	0.000140572979624555	0.0165382657778953
ENSMUSG00000020599	-0.518320308664954	6.18465479083555	40.3820572503584	0.000144328177240971	0.0165382657778953
ENSMUSG00000020893	-0.454818793117646	8.42484260216183	39.9674134801433	0.000149926562855351	0.0165382657778953
ENSMUSG00000034739	-0.476063110450581	5.28540202650293	39.5223691338009	0.000156235043834801	0.0165382657778953
ENSMUSG00000005575	-0.830537216496188	4.02187430726344	39.3048932873336	0.000159436168887167	0.0165382657778953
ENSMUSG00000097545	-0.462033689393721	6.61110659722113	38.9846126423884	0.000164298499078408	0.0165382657778953
ENSMUSG00000059070	-0.505564944547378	8.07125358706338	38.9765450927306	0.000164423309224724	0.0165382657778953
ENSMUSG00000083386	-0.485619520511103	5.00674664008126	38.8223680300817	0.000166831046070495	0.0165382657778953
ENSMUSG00000022051	-0.387103973967135	7.60872692735953	37.6863465621214	0.000185973788557401	0.0165382657778953
ENSMUSG00000092341	-0.401054275355746	8.80924988412711	37.6558259907906	0.000186524280273951	0.0165382657778953
ENSMUSG00000001313	-0.502058730730243	5.44625603753024	37.5950844434559	0.000187625824412999	0.0165382657778953
ENSMUSG00000010358	-0.502058730730243	5.44625603753024	37.5950844434559	0.000187625824412999	0.0165382657778953
ENSMUSG00000020895	-0.415551955984805	7.15042408981486	37.5836210119281	0.000187834607917051	0.0165382657778953
ENSMUSG00000059824	-0.502372188176792	7.2297265758345	37.5749468378501	0.00018799278024255	0.0165382657778953
ENSMUSG00000022477	-0.95019598223009	2.72973383257581	36.8925877706867	0.000200964659694227	0.0165382657778953
ENSMUSG00000020894	-0.433352748106005	8.37670404041361	36.8566780059043	0.000201677277820186	0.0165382657778953
ENSMUSG00000032010	-0.473725855018929	5.44036146327939	36.5851189464698	0.000207167940302197	0.0165382657778953
ENSMUSG00000029192	-0.386942292270263	8.30550426658228	36.3945365882546	0.000211131166781538	0.0165382657778953
ENSMUSG00000024941	-0.410879589796433	5.96154596789033	36.2931564830792	0.000213277327104901	0.0165382657778953
ENSMUSG00000092267	-0.410879589796433	5.96154596789033	36.2931564830792	0.000213277327104901	0.0165382657778953
ENSMUSG00000102349	-0.410879589796433	5.96154596789033	36.2931564830792	0.000213277327104901	0.0165382657778953
ENSMUSG00000041423	-0.686244889118826	3.96809055968593	35.8348848967854	0.000223319515022235	0.0168134935116298
ENSMUSG00000057342	-0.516504249073894	6.43685013050436	35.3800615237195	0.00023386618686994	0.0168134935116298
ENSMUSG00000003273	-0.502362698036384	6.49318811465417	35.3416061888232	0.000234785663616389	0.0168134935116298
ENSMUSG00000035545	-0.438040343989312	7.06919593801067	35.3043313499581	0.000235681153793522	0.0168134935116298
ENSMUSG00000054161	-0.505949249338602	6.48623148562169	35.1022264406983	0.000240610187399617	0.0168285595775379
ENSMUSG00000040785	-0.665933965346641	4.1256141766052	34.7999986067604	0.000248219527314647	0.0170269048832951
ENSMUSG00000036646	-0.403275480995779	7.49007069862834	34.2315229215751	0.000263349650057851	0.0173048455906835
ENSMUSG00000001065	-0.510037785269508	6.45359054768892	34.2136753852136	0.000263842735094065	0.0173048455906835
ENSMUSG00000043488	-0.400663017111042	7.4938552568815	34.1065788121657	0.000266825485698792	0.0173048455906835
ENSMUSG00000029190	-0.364256971230146	7.13288506126584	33.6419035524608	0.000280256859811839	0.0178513610526577
ENSMUSG00000097239	-0.502034219839412	4.86239609325624	33.3401611880847	0.000289424520491991	0.0179719883955435
ENSMUSG00000027655	-0.535071972022221	5.51972341448718	33.2142530036388	0.000293358596223132	0.0179719883955435
ENSMUSG00000030382	-0.830401721116692	3.34735049940795	33.0328920422364	0.000299141420572653	0.0179719883955435
ENSMUSG00000018167	-0.396717225256051	7.15931054793217	32.7834352802313	0.000307326041783175	0.0179719883955435
